Assigned to,animation_url,image,Moto Name,Top Chassis,Side Cart,Pattern,Color,Number Plate,Top Chassis is Correct?,Side Cart in Metadata is Correct?,Pattern # is Correct?,Color # is Correct?,Number Plate is Correct?,Any Other Animation Issues?,Any Other Image Issues?
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_JM6U04AJTK8W9.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_JM6U04AJTK8W9.jpeg,Moto,Sport,None,Pattern 3,Color 3,WW-808,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_Y6WZ3VLR6NW2I.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_Y6WZ3VLR6NW2I.jpeg,Moto,Sport,None,Pattern 8,Color 1,WW-809,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_1RM7F1KS9466D.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_1RM7F1KS9466D.jpeg,Moto,Sport,None,Pattern 8,Color 4,WW-810,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_RSI4VM9B31GP3.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_RSI4VM9B31GP3.jpeg,Moto,Sport,None,Pattern 5,Color 1,WW-811,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_4FQP9I6YZP0GX.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_4FQP9I6YZP0GX.jpeg,Moto,Sport,None,Pattern 9,Color 3,WW-812,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_97BZUO4A565YB.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_97BZUO4A565YB.jpeg,Moto,Sport,None,Pattern 5,Color 0,WW-813,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_6W2TC0T2XIF68.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_6W2TC0T2XIF68.jpeg,Moto,Sport,None,Pattern 6,Color 4,WW-814,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_TS56ABY1R8Q4M.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_TS56ABY1R8Q4M.jpeg,Moto,Sport,None,Pattern 3,Color 0,WW-815,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_RK13UMMNK3PRO.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_RK13UMMNK3PRO.jpeg,Moto,Sport,None,Pattern 3,Color 1,WW-816,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_MX22AXU8VFJI1.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_MX22AXU8VFJI1.jpeg,Moto,Sport,None,Pattern 5,Color 1,WW-817,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_KJSO11EZSOL6O.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_KJSO11EZSOL6O.jpeg,Moto,Sport,None,Pattern 2,Color 2,WW-818,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_WAE205XNLZ30Y.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_WAE205XNLZ30Y.jpeg,Moto,Sport,None,Pattern 3,Color 3,WW-819,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_GQZJA80XIWANW.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_GQZJA80XIWANW.jpeg,Moto,Sport,None,Pattern 0,Color 4,WW-820,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_TB8ZS13TJ45ZG.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_TB8ZS13TJ45ZG.jpeg,Moto,Sport,Side Cart,Pattern 1,Color 3,WW-821,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_XPLZPC4F2YVR7.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_XPLZPC4F2YVR7.jpeg,Moto,Sport,None,Pattern 5,Color 2,WW-822,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_HP30CH7RT5CHE.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_HP30CH7RT5CHE.jpeg,Moto,Sport,Side Cart,Pattern 8,Color 0,WW-823,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_SI4B9EFHVG287.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_SI4B9EFHVG287.jpeg,Moto,Sport,None,Pattern 2,Color 0,WW-824,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_ZJ4V97140XY0Q.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_ZJ4V97140XY0Q.jpeg,Moto,Sport,None,Pattern 0,Color 2,WW-825,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_YWWBQSXP5PYJW.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_YWWBQSXP5PYJW.jpeg,Moto,Sport,None,Pattern 2,Color 8,WW-826,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_BKFFU63AMWQ3Q.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_BKFFU63AMWQ3Q.jpeg,Moto,Sport,None,Pattern 0,Color 6,WW-827,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_3HPA83DA171F4.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_3HPA83DA171F4.jpeg,Moto,Sport,None,Pattern 2,Color 0,WW-828,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_GH9RXHOVF2VAW.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_GH9RXHOVF2VAW.jpeg,Moto,Sport,None,Pattern 0,Color 0,WW-829,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_F4PS15NKA0LZK.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_F4PS15NKA0LZK.jpeg,Moto,Sport,None,Pattern 1,Color 4,WW-830,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_RT36D8ZSLUXN1.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_RT36D8ZSLUXN1.jpeg,Moto,Sport,None,Pattern 9,Color 6,WW-831,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_O4HGBVUK9KRUM.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_O4HGBVUK9KRUM.jpeg,Moto,Sport,Side Cart,Pattern 0,Color 4,WW-832,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_B1F9ODCO149FG.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_B1F9ODCO149FG.jpeg,Moto,Sport,None,Pattern 1,Color 1,WW-833,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_3JFBIXF19Y6V8.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_3JFBIXF19Y6V8.jpeg,Moto,Sport,None,Pattern 1,Color 5,WW-834,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_T0MRLW6FUKRF3.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_T0MRLW6FUKRF3.jpeg,Moto,Sport,None,Pattern 7,Color 0,WW-835,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_E2VHPW0TWWO5T.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_E2VHPW0TWWO5T.jpeg,Moto,Sport,None,Pattern 10,Color 0,WW-836,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_4R4QQCINYLE0E.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_4R4QQCINYLE0E.jpeg,Moto,Sport,None,Pattern 9,Color 1,WW-837,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_0ECCALYA1IDZ0.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_0ECCALYA1IDZ0.jpeg,Moto,Sport,None,Pattern 2,Color 0,WW-838,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_03T59E3GJ3R44.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_03T59E3GJ3R44.jpeg,Moto,Sport,None,Pattern 4,Color 2,WW-839,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_PO2673T03BA1R.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_PO2673T03BA1R.jpeg,Moto,Sport,None,Pattern 7,Color 5,WW-840,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_PDEBXLZHYEO0T.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_PDEBXLZHYEO0T.jpeg,Moto,Sport,None,Pattern 4,Color 4,WW-841,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_W5NDFPTE2F50I.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_W5NDFPTE2F50I.jpeg,Moto,Sport,None,Pattern 2,Color 7,WW-842,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_FQA0ZY4UQB2RC.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_FQA0ZY4UQB2RC.jpeg,Moto,Sport,None,Pattern 7,Color 0,WW-843,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_BC9EMHI5LJ8P2.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_BC9EMHI5LJ8P2.jpeg,Moto,Sport,None,Pattern 4,Color 4,WW-844,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_K3SIJRR8QB1HP.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_K3SIJRR8QB1HP.jpeg,Moto,Sport,None,Pattern 4,Color 1,WW-845,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_7OTNUHJOWC8X2.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_7OTNUHJOWC8X2.jpeg,Moto,Sport,None,Pattern 5,Color 2,WW-846,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_DX4GE6B3MOOZQ.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_DX4GE6B3MOOZQ.jpeg,Moto,Sport,None,Pattern 7,Color 2,WW-847,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_3LFN4A39YQ67H.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_3LFN4A39YQ67H.jpeg,Moto,Sport,None,Pattern 1,Color 0,WW-848,,,,,,,
